dataset,type,metric,n_runs,mean_diff,sd_diff,wilcox_p,t_p,ci_lo,ci_hi,cohens_dz,n_pos,n_neg,n_zero,sign_p,OOB,SB_OOB,exp,seed
Boston,reg,mse_oob_outputs,50,-0.17589350350642569,2.974548228724413,0.48100358466826343,0.6776771934317884,-1.021250756630297,0.6694637496174458,-0.05913284639592304,21,29,0,0.3222363203575473,18.684829621765072,18.508936118258646,exp5,2
Boston,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,21.35955294117647,21.35955294117647,exp5,2
Ozone,reg,mse_oob_outputs,50,149.58081947124498,1064.3330115281212,0.6156882784636442,0.3252199158499496,-152.89927560534758,452.0609145478375,0.14053949079008984,28,22,0,0.47988766169832847,6004.645136134878,6154.2259556061235,exp5,2
Ozone,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,9981.642342342342,9981.642342342342,exp5,2
waveform,synthetic,E1_B,50,-0.000140164759593882,0.003786366305440022,0.5624564434423713,0.794604662035576,-0.0012162381573549207,0.0009359086381671569,-0.037018277759471335,20,30,0,0.20263875106454096,0.024565271833122723,0.024425107073528844,exp1,3
waveform,synthetic,E2_B,50,-0.0001404639475912451,0.004018915967011222,0.6021737871802046,0.8058333762044443,-0.001282627227917415,0.0010016993327349247,-0.03495070530068958,22,28,0,0.47988766169832847,0.02711723782345868,0.026976773875867433,exp1,3
twonorm,synthetic,E1_B,50,-0.00017370983033750898,0.005061876605519747,0.8848694295751556,0.8092818279424294,-0.0016122792445336204,0.0012648595838586026,-0.03431727872388005,26,24,0,0.8877248273407867,0.004942528211215155,0.004768818380877646,exp1,3
twonorm,synthetic,E2_B,50,-0.00017370983033750898,0.005061876605519747,0.8848694295751556,0.8092818279424294,-0.0016122792445336204,0.0012648595838586026,-0.03431727872388005,26,24,0,0.8877248273407867,0.004942528211215155,0.004768818380877646,exp1,3
threenorm,synthetic,E1_B,50,0.00015976566083983956,0.006861668509598732,0.6922640671767548,0.8699036651920893,-0.0017902989530421919,0.0021098302747218707,0.0232837917798484,29,21,0,0.3222363203575473,0.0065117940473505475,0.006671559708190387,exp1,3
threenorm,synthetic,E2_B,50,0.0001597656608398396,0.006861668509598732,0.6922640671767548,0.8699036651920893,-0.0017902989530421917,0.0021098302747218707,0.023283791779848406,29,21,0,0.3222363203575473,0.0065117940473505475,0.006671559708190387,exp1,3
ringnorm,synthetic,E1_B,50,0.00019925682981855098,0.0078210932782914,0.9077798683161526,0.8577789315417125,-0.0020234732864106548,0.002421986946047757,0.02547685121869314,24,26,0,0.8877248273407867,0.03758545115834071,0.037784707988159257,exp1,3
ringnorm,synthetic,E2_B,50,0.00019925682981855112,0.007821093278291402,0.9077798683161526,0.8577789315417124,-0.0020234732864106548,0.002421986946047757,0.025476851218693152,24,26,0,0.8877248273407867,0.03758545115834071,0.037784707988159257,exp1,3
breast-cancer,real,E1_B,50,-0.0004445408035938819,0.0020658093349060053,0.13458638473949358,0.13453183789548467,-0.0010316373206278938,0.00014255571344013002,-0.21518965767192091,19,31,0,0.11892045255943624,0.005099739214684377,0.004655198411090495,exp1,3
breast-cancer,real,E2_B,50,-0.00044454080359388197,0.0020658093349060053,0.13458638473949358,0.13453183789548456,-0.001031637320627894,0.00014255571344012994,-0.21518965767192094,19,31,0,0.11892045255943624,0.005099739214684377,0.004655198411090495,exp1,3
diabetes,real,E1_B,50,-0.0004335021053389615,0.004356998039006092,0.31077639734955714,0.4850490233026027,-0.0016717472474255546,0.0008047430367476315,-0.09949559340124262,21,29,0,0.3222363203575473,0.0038864277581459085,0.003452925652806947,exp1,3
diabetes,real,E2_B,50,-0.0004335021053389615,0.004356998039006092,0.31077639734955714,0.4850490233026027,-0.0016717472474255546,0.0008047430367476315,-0.09949559340124262,21,29,0,0.3222363203575473,0.0038864277581459085,0.003452925652806947,exp1,3
vehicle,real,E1_B,50,-0.0003638485102276838,0.0022242198547467364,0.17347820537372394,0.25299541154472327,-0.0009959647988778753,0.00026826777842250797,-0.1635847775799636,23,27,0,0.6718110337653662,0.0036333473286707858,0.0032694988184431024,exp1,3
vehicle,real,E2_B,50,-0.0004603333824692692,0.0028502420776743385,0.20950554185822137,0.25899355579161215,-0.0012703632183459323,0.00034969645340739397,-0.1615067667672913,23,27,0,0.6718110337653662,0.0043356025812938655,0.0038752691988245963,exp1,3
satellite,real,E1_B,50,-1.9108936762651804e-05,0.000400650908495686,1.0,0.7373668452846276,-0.0001329726651086332,9.475479158332959e-05,-0.047694729644816365,24,26,0,0.8877248273407867,0.0017019078920909342,0.0016827989553282823,exp1,3
satellite,real,E2_B,50,-4.431322899470378e-05,0.0005123418507907099,0.5954670611307022,0.5436380119106411,-0.000189919171928286,0.00010129271393887841,-0.08649152694888007,23,27,0,0.6718110337653662,0.002282576865124332,0.002238263636129628,exp1,3
dna,real,E1_B,50,-8.918821787051392e-06,0.0008113087037721544,0.8544745296341687,0.9383568692833943,-0.00023949020423541433,0.00022165256066131154,-0.010993129675034435,24,26,0,0.8877248273407867,0.006172232905516721,0.00616331408372967,exp1,3
dna,real,E2_B,50,3.077714492422754e-06,0.000834825433115017,0.8544745296341687,0.9793085037357668,-0.0002341770484867259,0.00024033247747157142,0.003686656359927556,25,25,0,1.0,0.006685712679789432,0.0066887903942818554,exp1,3
friedman1,synthetic,EB1,50,0.0025700221457742424,0.08215095469877425,0.9077798683161526,0.8258464009924718,-0.020777020855589554,0.02591706514713804,0.03128414216484558,28,22,0,0.47988766169832847,2.102512381959019,2.105082404104793,exp2,3
friedman1,synthetic,EB2,50,0.0025700221457742424,0.08215095469877425,0.9077798683161526,0.8258464009924718,-0.020777020855589554,0.02591706514713804,0.03128414216484558,28,22,0,0.47988766169832847,2.102512381959019,2.105082404104793,exp2,3
friedman2,synthetic,EB1,50,0.9718815714960186,3.3446213944328504,0.0638208215232896,0.04525904526621824,0.021350688374459057,1.9224124546175778,0.2905804445052356,30,20,0,0.20263875106454096,243.06161048018217,244.0334920516782,exp2,3
friedman2,synthetic,EB2,50,0.9718815714960186,3.3446213944328504,0.0638208215232896,0.04525904526621824,0.021350688374459057,1.9224124546175778,0.2905804445052356,30,20,0,0.20263875106454096,243.06161048018217,244.0334920516782,exp2,3
friedman3,synthetic,EB1,50,-0.00016297704615825636,0.006458489030670091,0.9845965528965382,0.8591169114326642,-0.0019984593199283613,0.0016725052276118483,-0.02523454718035604,25,25,0,1.0,0.15313756580084206,0.1529745887546838,exp2,3
friedman3,synthetic,EB2,50,-0.00016297704615825636,0.006458489030670091,0.9845965528965382,0.8591169114326642,-0.0019984593199283613,0.0016725052276118483,-0.02523454718035604,25,25,0,1.0,0.15313756580084206,0.1529745887546838,exp2,3
Boston,real,EB1,50,0.014318218515612404,0.09786233788446583,0.48100358466826343,0.30595051105475135,-0.013493950182613429,0.04213038721383824,0.14630979419801093,28,22,0,0.47988766169832847,5.5132299312352595,5.527548149750872,exp2,3
Boston,real,EB2,50,0.014318218515612404,0.09786233788446583,0.48100358466826343,0.30595051105475135,-0.013493950182613429,0.04213038721383824,0.14630979419801093,28,22,0,0.47988766169832847,5.5132299312352595,5.527548149750872,exp2,3
Ozone,real,EB1,50,-0.056048166175135916,1.0232972963010771,0.9001335650486751,0.7002132145469512,-0.34686604002118426,0.23476970767091246,-0.05477212377843055,25,25,0,1.0,7.950363120603476,7.89431495442834,exp2,3
Ozone,real,EB2,50,-0.056048166175135916,1.0232972963010771,0.9001335650486751,0.7002132145469512,-0.34686604002118426,0.23476970767091246,-0.05477212377843055,25,25,0,1.0,7.950363120603476,7.89431495442834,exp2,3
waveform,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.40215888787404686,0.40215888787404686,exp3,3
waveform,synthetic,R2,50,0.0051062368533944654,0.10860922495246293,0.2669442834760749,0.7409716481587901,-0.02576016335592387,0.0359726370627128,0.047014761919435565,29,21,0,0.3222363203575473,-0.013315882701360275,-0.008209645847965808,exp3,3
waveform,synthetic,R3,50,0.005048388824970509,0.10777635788492762,0.2669442834760749,0.7418919851441956,-0.025581313182708343,0.035678090832649355,0.04684133815656169,29,21,0,0.3222363203575473,0.38898239180096544,0.39403078062593594,exp3,3
waveform,synthetic,R4,50,-0.04168506889370576,0.5784856956410263,0.46316257951376605,0.6126654410926984,-0.20608888454414528,0.12271874675673378,-0.07205894494506745,21,29,0,0.3222363203575473,42.155227675875665,42.11354260698196,exp3,3
twonorm,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.0,0.0,exp3,3
twonorm,synthetic,R2,50,-0.006961162298728803,0.025635377542446318,0.012078161548837842,0.060674277925990325,-0.014246655985737898,0.00032433138828029363,-0.2715451444864704,15,35,0,0.0066004479668109505,0.019622127153708917,0.012660964854980115,exp3,3
twonorm,synthetic,R3,50,-0.006958311967267186,0.025613796138607092,0.012078161548837842,0.0605667996046162,-0.01423767228716799,0.0003210483526336194,-0.27166265904564924,15,35,0,0.0066004479668109505,0.01961367790633685,0.012655365939069664,exp3,3
twonorm,synthetic,R4,50,-0.016349599999999784,0.7681500229206402,0.629334375634266,0.8809853817535613,-0.23465542106301857,0.20195622106301903,-0.021284383925207418,24,26,0,0.8877248273407867,34.46105152,34.44470192,exp3,3
threenorm,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.0,0.0,exp3,3
threenorm,synthetic,R2,50,0.006019841382886093,0.06248985717997063,0.6851558007537824,0.49896568550379505,-0.011739579528038821,0.02377926229381101,0.09633309555419474,28,22,0,0.47988766169832847,0.026405328635180293,0.032425170018066385,exp3,3
threenorm,synthetic,R3,50,0.006004985486222654,0.06238242542466882,0.6851558007537824,0.4992861272405368,-0.011723903657665102,0.023733874630110407,0.0962608530422418,28,22,0,0.47988766169832847,0.026386943004581047,0.032391928490803704,exp3,3
threenorm,synthetic,R4,50,0.09881887999999904,0.868063888648865,0.3295696122759401,0.424732636111262,-0.14788214752340384,0.3455199075234019,0.11383825694420936,26,24,0,0.8877248273407867,62.56253456,62.66135344,exp3,3
ringnorm,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.0,0.0,exp3,3
ringnorm,synthetic,R2,50,0.05778961459448825,0.27999204227498226,0.13968860172564837,0.15082297934521396,-0.021783243383889178,0.13736247257286568,0.206397346599346,30,20,0,0.20263875106454096,0.5854575774873011,0.6432471920817894,exp3,3
ringnorm,synthetic,R3,50,0.057129392792176784,0.27650498560029146,0.13968860172564837,0.15040654956674124,-0.021452454644318143,0.1357112402286717,0.20661252334437677,30,20,0,0.20263875106454096,0.5816099794018642,0.6387393721940411,exp3,3
ringnorm,synthetic,R4,50,-0.035857279999998895,1.0352764660959923,0.9922979176054624,0.8075491105661627,-0.3300795962332116,0.2583650362332138,-0.03463546325477291,25,25,0,1.0,42.95088128,42.915024,exp3,3
twonorm,class,absdiff,50,0.0027800000000000012,0.0172891023834232,0.32480085596631914,0.26107143733432425,-0.002133508531712601,0.0076935085317126044,0.1607949295658904,28,22,0,0.47988766169832847,0.0185,0.02128,exp4,3
twonorm,class,eOB,50,0.0012,0.01872355277642116,0.6475912383449065,0.6524142174289268,-0.004121174822767237,0.0065211748227672365,0.06409040070168612,25,23,2,0.8854334972865147,0.08990000000000001,0.0911,exp4,3
twonorm,class,eTS,50,0.0010519999999999982,0.007373400622148093,0.41815201120304063,0.31799565286108006,-0.0010434972711247485,0.003147497271124745,0.14267500898296762,27,20,3,0.3816933976632133,0.076192,0.077244,exp4,3
twonorm,class,ratio,50,0.17932616184110303,1.1959704693142736,0.36931622464764846,0.2942292998984522,-0.16056488480376588,0.519217208485972,0.14994196465730644,28,22,0,0.47988766169832847,1.2481033760897544,1.4274295379308575,exp4,3
friedman1,reg,absdiff,50,-0.1946670081249318,0.44814402115966373,0.0020079819937399677,0.0034705647536316703,-0.32202812974772005,-0.06730588650214352,-0.43438492746414725,14,36,0,0.0026021714567221487,1.282674057168471,1.0880070490435392,exp4,3
friedman1,reg,eOB,50,-0.09832645772760353,0.5029466621322085,0.23130399956258887,0.1731180507045682,-0.2412623175876505,0.04460940213244345,-0.19550076604695044,20,30,0,0.20263875106454096,8.315399765591211,8.217073307863608,exp4,3
friedman1,reg,eTS,50,0.010671219514974482,0.2688434719774305,0.9615039375273672,0.7801434463108705,-0.06573324984156567,0.08707568887151462,0.03969305795853705,26,24,0,0.8877248273407867,8.242123906080021,8.252795125594995,exp4,3
friedman1,reg,ratio,50,-0.21638915986274038,0.4845189363304335,0.0020079819937399677,0.0027192659088034043,-0.3540879179959854,-0.07869040172949539,-0.4466061976887663,13,37,0,0.0009362229108518295,1.3542062570889868,1.1378170972262465,exp4,3
friedman1,reg,mse_oob_outputs,50,-0.058390185361917306,0.6712776097949881,0.4064359098543248,0.54135629724297,-0.2491651712303425,0.13238480050650792,-0.08698366295838468,21,29,0,0.3222363203575473,10.983700316702201,10.925310131340284,exp5,3
friedman1,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,13.163894186632897,13.163894186632897,exp5,3
friedman2,reg,mse_oob_outputs,50,-81.22029129813185,1627.639509035399,0.5755543588128955,0.7257135530378507,-543.790321646606,381.34973905034224,-0.049900663413034306,23,27,0,0.6718110337653662,26971.29105673171,26890.07076543358,exp5,3
friedman2,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,38468.851678420935,38468.851678420935,exp5,3
friedman3,reg,mse_oob_outputs,50,-8.69127751627377e-05,0.0043868180553258,0.7721235216141921,0.8891601466231871,-0.001333632672118223,0.0011598071217927477,-0.019812258923577096,23,27,0,0.6718110337653662,0.04046594901413977,0.040379036238977026,exp5,3
friedman3,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,0.04574274608094045,0.04574274608094045,exp5,3
Boston,reg,mse_oob_outputs,50,0.7828524648949192,3.7353785092027256,0.03884721354041419,0.14475944957570572,-0.2787303615068228,1.844435291296661,0.20957781466221753,33,17,0,0.032839137564268595,17.098918523671106,17.881770988566025,exp5,3
Boston,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,19.382431372549018,19.382431372549018,exp5,3
Ozone,reg,mse_oob_outputs,50,-171.57496782010674,1160.9493485904839,0.2971548584453098,0.30114065042448085,-501.5131220793383,158.3631864391248,-0.147788504320552,21,29,0,0.3222363203575473,6054.414103675497,5882.839135855391,exp5,3
Ozone,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,9215.141088248452,9215.141088248452,exp5,3
waveform,synthetic,E1_B,50,3.6566308231704234e-05,0.003462432819390492,0.8772529937158152,0.9407760357662859,-0.0009474462114042882,0.0010205788278676966,0.010560871542957812,26,24,0,0.8877248273407867,0.023487668828767582,0.023524235136999284,exp1,4
waveform,synthetic,E2_B,50,0.00022343490882185138,0.0037611366337752176,0.6089143464848256,0.6762740051617362,-0.0008454682955868602,0.001292338113230563,0.05940621960271089,28,22,0,0.47988766169832847,0.026206188442220522,0.026429623351042375,exp1,4
twonorm,synthetic,E1_B,50,0.0003754527783340672,0.005869301133353258,0.8772529937158152,0.6530285966753732,-0.0012925841477224526,0.002043489704390587,0.06396890699652395,27,23,0,0.6718110337653662,0.00615838751837517,0.006533840296709237,exp1,4
twonorm,synthetic,E2_B,50,0.0003754527783340672,0.005869301133353258,0.8772529937158152,0.6530285966753732,-0.0012925841477224526,0.002043489704390587,0.06396890699652395,27,23,0,0.6718110337653662,0.00615838751837517,0.006533840296709237,exp1,4
threenorm,synthetic,E1_B,50,0.0008428452927730418,0.006216565987530259,0.25871496338109706,0.34241707257722087,-0.0009238832128647649,0.0026095737984108483,0.13558052700859216,29,21,0,0.3222363203575473,0.006716130406990521,0.007558975699763563,exp1,4
threenorm,synthetic,E2_B,50,0.0008428452927730418,0.006216565987530259,0.25871496338109706,0.34241707257722087,-0.0009238832128647649,0.0026095737984108483,0.13558052700859216,29,21,0,0.3222363203575473,0.006716130406990521,0.007558975699763563,exp1,4
ringnorm,synthetic,E1_B,50,0.000847388307464701,0.010184304548145475,0.8318167262471776,0.558999375308456,-0.0020469590205291033,0.0037417356354585056,0.08320531887658518,27,23,0,0.6718110337653662,0.0394111041474874,0.0402584924549521,exp1,4
ringnorm,synthetic,E2_B,50,0.000847388307464701,0.010184304548145475,0.8318167262471776,0.558999375308456,-0.0020469590205291033,0.0037417356354585056,0.08320531887658518,27,23,0,0.6718110337653662,0.0394111041474874,0.0402584924549521,exp1,4
breast-cancer,real,E1_B,50,0.0002712784362323001,0.002088235758439542,0.37448608161773816,0.3628109149372397,-0.00032219159984995843,0.0008647484723145586,0.1299079546626555,27,23,0,0.6718110337653662,0.005100820042803491,0.005372098479035791,exp1,4
breast-cancer,real,E2_B,50,0.0002712784362323001,0.002088235758439542,0.37448608161773816,0.3628109149372397,-0.00032219159984995843,0.0008647484723145586,0.1299079546626555,27,23,0,0.6718110337653662,0.005100820042803491,0.005372098479035791,exp1,4
diabetes,real,E1_B,50,0.0006058467214051822,0.0032500594769356494,0.1925090086859315,0.19359087622926416,-0.00031780996211402615,0.0015295034049243904,0.1864109643853074,28,22,0,0.47988766169832847,0.002869788701064494,0.0034756354224696764,exp1,4
diabetes,real,E2_B,50,0.0006058467214051822,0.0032500594769356494,0.1925090086859315,0.19359087622926416,-0.0003178099621140262,0.0015295034049243907,0.1864109643853074,28,22,0,0.47988766169832847,0.002869788701064494,0.0034756354224696764,exp1,4
vehicle,real,E1_B,50,0.00042807193240209843,0.0015488790079533998,0.03976821828096953,0.056388704631789924,-1.2114611201603448e-05,0.0008682584760058004,0.2763753206054024,31,19,0,0.11892045255943624,0.0026646209185942978,0.0030926928509963964,exp1,4
vehicle,real,E2_B,50,0.0005199686030161024,0.0019254178058385502,0.0638208215232896,0.06205139675122772,-2.722908291870143e-05,0.0010671662889509062,0.2700549467442199,30,20,0,0.20263875106454096,0.003157248879499193,0.0036772174825152955,exp1,4
satellite,real,E1_B,50,-3.310348879694259e-05,0.00036699850189458253,0.42861211522453463,0.5265638393904011,-0.00013740330900702664,7.119633141314144e-05,-0.09020061015521887,21,29,0,0.3222363203575473,0.001755975488405809,0.0017228719996088663,exp1,4
satellite,real,E2_B,50,-4.5518875502220824e-05,0.0004925047639372972,0.4064359098543248,0.5164693142181024,-0.00018548718072986743,9.444942972542578e-05,-0.09242321868792323,22,28,0,0.47988766169832847,0.00235596957199784,0.0023104506964956193,exp1,4
dna,real,E1_B,50,-1.86817911745156e-05,0.0008645784002892587,0.786935771101394,0.8791901701498193,-0.00026439225386625144,0.00022702867151722022,-0.021607978140866468,25,25,0,1.0,0.0060880452936316835,0.006069363502457167,exp1,4
dna,real,E2_B,50,-2.764144487208061e-05,0.0009279664521310521,0.6089143464848256,0.8340520195897381,-0.00029136659257325445,0.0002360837028290932,-0.02978711655858109,22,28,0,0.47988766169832847,0.006622502689756429,0.0065948612448843485,exp1,4
friedman1,synthetic,EB1,50,0.009083403416952551,0.10189265247439139,0.7943712781742429,0.5313860575360632,-0.01987416801438869,0.03804097484829379,0.08914679514536612,23,27,0,0.6718110337653662,2.129311831949943,2.138395235366896,exp2,4
